Tweet,Date,Period
Nagtipon ang ilang tagasuporta ni vice president Leni Robredo sa kaniyang hometown sa Naga City kahapon May 11 2022 Bisitahin ang para sa iba pang updates tungkol sa hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 As of 1047 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/11/2022,POST
Stupid BBM horde a few monthsyears later hashtagEleksyon2022 hashtagHereComesTheSon hashtagBBMSARACONFERENCE,5/11/2022,POST
Magdiwang na kayo ngayon 6 na taon ang haharapin naten 6 na taon nyong papatunayan na mali kame at tama kayo Nagsisimula pa lang tayo Papunta pa lang tayo sa exciting part hashtagLeniLiwanagSaDilim hashtagLeniKiko hashtagEleksyon2022,5/11/2022,POST
And regarding with your question Ms Mel why Mr Marcos arent still yet facing the media Well your tone and attitude already answered your question Ms Mel hashtagBiasedMelTiangco hashtagEleksyon2022,5/11/2022,POST
Kakampinks saying Kakie is just standing for TRUTH anong truth Tama bang sabihin mong planado na lahat ang resulta sa eleksiyon Eh bakit pa kayo nag effort mangampanya kung alam nyo na pala resulta Andrea alam mo na itatanong mo sa kanila hashtagHalalanPH2022 hashtagEleksyon2022,5/11/2022,POST
Out of all the people talking and facing the camera aside from vloggers you media persons have the closest accessibility to make news and impart the information that must be addressed unbiasedly hashtagBiasedMelTiangco hashtagEleksyon2022,5/11/2022,POST
Ito yung mga nakakaiyak na moments eh Tulad nga ng paulitulit naming sinasabi hindi para samin ang laban namin kundi para sa lahat Para sa bayan kaya kami tumindig Sana malinaw yon hashtagPHVoteResults hashtagEleksyon2022,5/11/2022,POST
Im not really into news and articles as a lot of them are biasinclined Now seeing this a short clip of an interview made me more question the reliability and credibility of these media persons hashtagBiasedMelTiangco hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 As of 1032 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/11/2022,POST
Dapat kase kung sino lang ang nagbabayad ng tax yun lang ang pwedeng bumoto At yung nagbabayad ng tax lang ang pwedeng iboto hashtagEleksyon2022 hashtagGoodluckPhilippines,5/11/2022,POST
Not voting for a convicted son of a dictator is a nobrainer Sadly most Filipinos literally are nobrainers hashtagEleksyon2022,5/11/2022,POST
Nagpasalamat si vice presidential frontrunner Mayor Sara Duterte sa mga tumulong sa kanyang kampanya May pagtitipon din sa kanilang headquarters ang mga pinuno ng LAKASCMD May 11 2022 Bisitahin ang para sa iba pang updates tungkol sa hashtagEleksyon2022,5/11/2022,POST
Ang hihina sa Math 🥳 😂 🤣 hashtagEleksyon2022 hashtagNeverAgainToDilawan,5/11/2022,POST
hashtagEleksyon2022 As of 1017 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9833 via,5/11/2022,POST
Eh sa PH Ayon bardagulan Gusto ng terrorismo yata Rally dito rally don Gusto rebolusyon Only in the PHILIPPINES 🙄 hashtagHalalan2022 hashtagHalalanPH hashtagHalalanPH2022 hashtagHalalanResults hashtagEleksyon2022 hashtagEleksyonPH2022 hashtagNLE2022 hashtagBilangPilipino2022,5/11/2022,POST
Watching a documentary about the Marcos Regime in preparation for the dark days looming ahead hashtagEleksyon2022,5/11/2022,POST
Inutil kasi ang Leni na yan hashtagLutangIndeed hashtagEleksyon2022,5/11/2022,POST
Natalo man ang kandidato natin lets not stoop to the level of the winners supporters We are well educated and well mannered Set that in mind hashtagEleksyon2022 hashtagLetLeniLead hashtagBBMSARA,5/11/2022,POST
And THATS CLEARLY what I mean PS Please Manners to your mother :victory_hand_mediumlight_skin_tone: ❤️ hashtagEleksyon2022,5/11/2022,POST
I accepted it But dont tell me when to move on Magmomove on lang pag 20pesos na ang rice 😂 hashtagEleksyon2022 Me,5/11/2022,POST
sarsisim ba to or what hashtagEleksyon2022,5/11/2022,POST
Parang mga gago pinklawans hashtagEleksyon2022 hashtagBBMSARA2022,5/11/2022,POST
hashtagEleksyon2022 As of 1002 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9832 via,5/11/2022,POST
As a Transman I worry about my military service I dont mind joining but I worry about Transphobia If Sara Duterte REALLY IS a part of the LGBTQ community she should at least give us protectionsupport hashtagHalalanPH2022 hashtagEleksyon2022,5/11/2022,POST
Vice presidential frontrunner Davao Mayor Sara Duterte said she was confident in her staff that she slept soundly as the Filipinos cast their votes on hashtagEleksyon2022 READ,5/11/2022,POST
Paano po hindi na magbayad ng taxes Katamad na magisip hashtagEleksyon2022,5/11/2022,POST
Pero hindi pa rin nila matanggap Periodtk :speaknoevil_monkey: :seenoevil_monkey: 🤪 hashtagBangonBayanMuli hashtagBBMSaraUNITEAM hashtagBilangPilipino2022 hashtagEleksyon2022 hashtagHalalan2022 hashtagElection2022PH hashtagHalalanPH2022 hashtagNLE2022,5/11/2022,POST
Dapat ang unang gawin ni Inday Sara if sya ang magiging Educ Sec eh patapusin sa pagaaral si BBM hashtagMinarcosNaHalalan hashtagEleksyon2022,5/11/2022,POST
DISCIPLINE INTEGRITY COURAGE ROTC is waving Lol 👊 ✌️ hashtagDesisyon2022 hashtagBangonBayanMuli hashtagBilangPilipino2022 hashtagHalalanResults hashtagHalalan2022 hashtagEleksyon2022 hashtagNLE2022 ❤️ 💚,5/11/2022,POST
hashtagKakampinkWednesday will always be hashtagKakampinkWednesday 💗 hashtagLeniKikoPaRin hashtagEleksyon2022,5/11/2022,POST
Kanina nakibunyi si Marcos sa mga tagasuportang nagaabang sa kanyang campaign headquarters May 11 2022 Bisitahin ang para sa iba pang updates tungkol sa hashtagEleksyon2022,5/11/2022,POST
Sana ay nagbabati na yung mga relatives na nag aawayaway dahil sa eleksyon 🙏 hashtagEleksyon2022,5/11/2022,POST
Congratulations Philippines The world is talking about us Bravo hashtagEleksyon2022 hashtagElection2022PH hashtagElectionAftermath,5/11/2022,POST
Comelec Comm George Garcia on viral video showing shaded ballots being torn by men in police uniforms allegedly in Cotabato Lahat ng video irefer ko sa NBI With instruction to NBI to verify the truth and veracity of this video hashtagEleksyon2022 via,5/11/2022,POST
Dito namn makikipag bangayan at makipag agawan sa pila hashtagEleksyon2022 hashtagHALALAN2022,5/11/2022,POST
NBOC canvasses over 80 COCs from provinces cities overseas voting on Wednesday hashtagEleksyon2022,5/11/2022,POST
Just curious are you willing to give up your friendship because of their choice of vote hashtagEleksyon2022 hashtagHALALAN2022 Yes,5/11/2022,POST
Tagumpay bwahahahahaha mga bobo hashtagEleksyon2022 hashtagMGABOBO,5/11/2022,POST
Wala raw nakikitang iregularidad sa pattern ng datos ng mga boto ang Parish Pastoral Council for Responsible Voting sa pagpapatuloy ng kanilang unofficial parallel count May 11 2022 Bisitahin ang para sa iba pang updates tungkol sa hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 As of 917 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9832 via,5/11/2022,POST
Pilipinas May plano si Lord hashtagEleksyon2022 Lord,5/11/2022,POST
Ang kabataan ngayon masyadong bata at mulat at ang ibang mamatanda ay masyado ng matanda at nakalimot at nakapaghalal pa ng KRIMINAL MAGNANAKAW AT MAMATAY TAO hashtagNEVERAGAIN hashtagEleksyon2022,5/11/2022,POST
Okay I will sit down now and keep quiet hashtagEleksyon2022 hashtagElection2022PH hashtagComelec hashtagPPRCV,5/11/2022,POST
Im so done Tired of fighting for the marginalized and poor When they themselves dont fight for their own rights They choose not to be represented and say they dont need our help and protection I had enough of this election 😐 hashtagEleksyon2022 hashtagPilipinasAngHirapMongMahalin,5/11/2022,POST
For our countrys sake let us accept and respect whoever our leader is Afterall it is our country that matters most hashtagHalalanResults hashtagHalalanPH2022 hashtagEleksyon2022,5/11/2022,POST
Ang inggit PIKIT na lang ha 😜 😅 😜 hashtagEleksyon2022,5/11/2022,POST
Kung si BBM ang nanalo si BBM ang nanalo Kung si Leni ang nanalo si Leni ang nanalo Wala po tayong magagawa kundi ACCEPTANCE Respeto po to both Leni and BBM ❤️ hashtagLeni hashtagBBM hashtagPhilippines hashtagEleksyon2022,5/11/2022,POST
Responsible Journalism people Be Professional please hashtagEleksyon2022 hashtagPhilippineElections2022 hashtagElectionAftermath,5/11/2022,POST
Im here for the circus man ❤️ 💚 hashtagEleksyon2022,5/11/2022,POST
hashtagBREAKING As of 902 PM May 11 2022 narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9832 hashtagEleksyon2022 Para sa buong resulta bisitahin ang,5/11/2022,POST
Isko vs leni see the diff ang kandidato na marunong tumanggap ng pagkatalo vs hindi marunong tumanggap ng pagkatalo hashtagIskomoreno hashtagLeniRobredo hashtagEleksyon2022,5/11/2022,POST
magpaparticipate ako sa ROTC dahil parte ako ng bts army 🤪 💜 💜 hashtagEleksyon2022,5/11/2022,POST
Incumbent Vice Mayor Honey Lacuna has been proclaimed the new mayor of Manila making her the first female local chief executive of the city hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 As of 902 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9832 via,5/11/2022,POST
Sana yung elections best of 3 rin no 😂 🤣 😂 hashtagUAAPSeason84 hashtagUAAPFinals hashtagEleksyon2022,5/11/2022,POST
Against BBM and infavor of others Maybe VP leni ❤️ :victory_hand_mediumlight_skin_tone: hashtagEleksyon2022,5/11/2022,POST
Maybe If only the SUPPORTERS wasnt sooo Toxic then maybe probably shes the one holding THAT number of votes MAYBE YOUSE the reason VP Leni LOST ❤️ :victory_hand_mediumlight_skin_tone: hashtagEleksyon2022,5/11/2022,POST
Excited 😂 hashtagEleksyon2022,5/11/2022,POST
Sara Duterte I was confident in staff I slept on hashtagEleksyon2022,5/11/2022,POST
About this Mandatory ROTC worst case scenario militaries might take advantage of this power provided to them specially to Girls and part of LGBT community for personal pleasure and satisfaction I hope Im wrong hashtagEleksyon2022 hashtagProveUsWrongBBMSarah,5/11/2022,POST
Not a fan of SMNI but I have to hand it to them theyre definitely evening the journalistic playing field 😂 hashtagEleksyon2022,5/11/2022,POST
We are not blind unlike other people hashtagEleksyon2022 hashtagKabataanTayoAngPagasa hashtagHalalanPH2022,5/11/2022,POST
Sobrang saya ng mga tao ko akala mo nanalo sa lotto May paganito pa talaga Thank You naman sa pachocolate 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 hashtagHalalanPH2022 hashtagHalalanResults2022 hashtagElection2022PH hashtagEleksyon2022 hashtagBBMSaraUNITEAM hashtagBBMSARA2022,5/11/2022,POST
Support those who will win trophy For president vice president senator Unofficial result as of 1am hashtagHalalanResults hashtagElection2022 hashtagEleksyon2022 hashtagHALALAN2022 hashtagnationalelections Election Results Philippines Eleksyon 2022 co,5/11/2022,POST
galit sa diktador pero boto ng taoy dinidikta hashtagEleksyon2022,5/11/2022,POST
Yung video ng vote buying na may red and green shirt ano yun wala lang hashtagEleksyon2022,5/11/2022,POST
Congrats to those will win trophy For president vice president senator Unofficial result as of 78am hashtagHalalanResults hashtagElection2022 hashtagEleksyon2022 hashtagHALALAN2022 hashtagnationalelections Election Results Philippines Eleksyon 2022 co,5/11/2022,POST
How I wish si Sara Duterte ay for DND or DOJ kung ilalagay as cabinet member Pag DepEd mahihirapan na naman ako mag edit ng module Potek I was expecting Prof Clarita actually hashtagEleksyon2022,5/11/2022,POST
santissima si sara daw ang gagawing deped secretary naku baka baguhin ang laman ng hekasi lalo na ang kasaysayan pagtitripan din ang ROTCCAT akala ko palpak na si briones mukhang mas malala pa hashtagEleksyon2022 hashtagFrustratedPinoy,5/11/2022,POST
Pro BBMs real aim is to redeem the Marcos Family not for national progress and good governance hashtagKakampink hashtagLeniRobredoForPresident hashtagBBMSaraUNITEAM hashtagEleksyon2022 hashtagBBM hashtagMarcosDuterte2022,5/11/2022,POST
Sorry to Mr Padilla that Ive already judge him without letting him show what he can do I just wish all the elected officials be genuine and tuparin lahat ng kanilang pinangako for the welfare of our country hashtagEleksyon2022,5/11/2022,POST
Sorry nlang sa inyo 31M kase kaming mga bobo hashtagEleksyon2022,5/11/2022,POST
Im still dissapointed with Robin being no1 but lets give him a chance This applies kung maka BBM ka man o Leni Give all winners of the election a chance Bark at the elected officials pag wala silang ginawa o mali ang kanilang ginawa hashtagEleksyon2022,5/11/2022,POST
Congrats hashtagAguilarVillar Philippines 🙏 〽️ For mayor vice mayor congressman Partial and unofficial result hashtagHalalanResults hashtagElection2022 hashtagEleksyon2022 hashtagHALALAN2022 hashtagnationalelections Election Results Philippines Eleksyon 2022 co,5/11/2022,POST
Filipinos let our hopes be based on the character of God in the Word of God and the power of God to fulfill His promise hashtagEleksyon2022,5/11/2022,POST
This proves that he wants to white wash and revise the events of Martial Law hashtagEleksyon2022 hashtagPHVote,5/11/2022,POST
Learn to accept Philippines 🙏 Stop blaming stop hate 🛑 For president vice president senator Partial and unofficial result hashtagHalalanResults hashtagElection2022 hashtagEleksyon2022 hashtagHALALAN2022 hashtagnationalelections Election Results Philippines Eleksyon 2022 co,5/11/2022,POST
hashtagEleksyon2022 As of 832 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9832 via,5/11/2022,POST
I said what I said hashtagEleksyon2022 hashtagLeniKiko2022 hashtagBBMSaraUNITEAM hashtagPPCRV hashtagNeverAgain,5/11/2022,POST
I will never be regret or ashamed for supporting you ❤️ ako 😘 hashtagEleksyon2022,5/11/2022,POST
BRACE YOURSELVES HISTORIANS TRUTH IS NOW UNDER SIEGE BY THE FATHER OF LIES hashtagmarcosmagnanakaw hashtagLeniRobredo hashtagKakampink hashtagphilippinehistory hashtagEleksyon2022 hashtagBBMSaraUNITEAM hashtagNEVERAGAIN,5/11/2022,POST
