Tweets,Date,Username,Number of Retweets,Number of Likes
"May The 4th Be With You! 👎

#KulayRosasAngBukas #Ipana7oNa10ParaSaLahat #10RobredoForPresident #LeniKikoAllTheWay #Naga #NagaIsPink #Halalan2022 
Natalo si Marcos",5/6/2022,@DarrylmaeD,3,5
Happy Friday guys and vote wisely on May 9! 🇵🇭#TGIF #FridayVibes #Halalan2022,5/6/2022,@cazzsingson,0,1
"Replying to 
@SunStarDavao
#BBMIsMyPresident2022 #BBMSARA2022 #Halalan2022  #Eleksyon2022",5/6/2022,@jessie4895,0,0
"‘Bayan, pumili ka!’ John Arcilla gives stirring speech at busy Manila market #Halalan2022",5/6/2022,@ABSCBNNews,894,"6,637"
"#BBMSARA2022
#HALALAN2022",5/6/2022,@Em7GaWong,0,0
"I don't know if I'll be able to convince BBM supporters with this. I've been listening to twt spaces that's been floating around and war always comes up. Here's some food for thought.

#Halalan2022 
#IpanaloNa10ToParaSaLahat
#BBMSaraUNITEAM",5/6/2022,@kachicactus,0,3
"Ferdinand Marcos Jr.  ang susunod na pangulo ng Republika ng Pilipinas !!!! stay mad bitches don't yall worry we got this victory whatever u say or do it's pointless to us legit voters we all decided we know who to vote stay bitter  !!! 

#bardagulan 
#Halalan2022",5/6/2022,@babym_31,4,6
"Marcos Jr., nangampanya sa Davao del Norte: Ang boto sa Uniteam ay boto para sa pagmamahal sa Pilipinas #Halalan2022
",5/6/2022,@ABSCBNNews,7,29
"Replying to 
@JesuitMusicPH
Listen to Ehemplo: Mga Awitin ng Bagong Pinoy in YouTube Music https://music.youtube.com/playlist?list=OLAK5uy_nlcU9EEfYrkxFGESx2CjgajrYHRhhNI4Y&feature=share

🙏🇵🇭 

#jmm #jesuitmusic #Halalan2022",5/6/2022,@JesuitMusicPH,0,1
"We deserve 
@ChelDiokno
 in the Senate. Magdadala ng libreng serbisyong legal sa bawat baryo! 💯

#ChelDiokno
#ChelDioknoForSenator 
#ChelDioknoSaSenado 
#KulayRosasAngBukas 
#Halalan2022",5/6/2022,@ModestoBanzon,0,1
"Top Agusan del Sur officials join Robredo in rally, as CARAGA support for Leni grows #Halalan2022
",5/6/2022,@ABSCBNNews,21,233
"#Halalan2022",5/6/2022,@tinaputski,0,0
"VOTE WISELY. #Halalan2022 
#Ipana7oNa10ParaSaLahat
Quote",5/6/2022,@bernadett31st,0,0
#Halalan2022 #Eleksyon2022 #PHVote #Corrupt #LeniKikoAllTheWay2022 #Ipana7oNa10ParaSaLahat #bbm #sara #UniteamBBMSara2022 #uniteam garapalan na po ah... haha https://twitter.com/fianotphia/status/1522189611992498176,5/6/2022,@herbutterfly,0,0
"This is soooo cute! #Halalan2022
Quote
",5/6/2022,@jtravels18,0,0
"Lorenzana sees ‘generally’ peaceful conduct of the 2022 national polls #Halalan2022
",5/6/2022,@ABSCBNNews,2,3
"kapag bobo ang binoto Disgraya ang Pilipinas!!! mabubuhay lahat ng drug lord kasi my kamaganak sa naga na drug lord buhay ang komunista kasi tuta ni joma ito hindi fake news bobo minors at useless sa may 9 nlng hindi maniniwala 
#Bardagulan 
#Halalan2022",5/6/2022,@babym_31,4,4
"Grabe iyong nakikita nating support kay Leni ano?Tapos sasabihin 23% lang sa survey. It's funny to see this massive supports everywhere lalo na mga balwarte nilang lugar.

I'm so excited to know the result of this election. Kaya naman protect your vote at all cost.

#Halalan2022",5/6/2022,@clariopenticum,0,3
"COINCIDENCE?  Hmmm... 🤔

#Destiny
#PHVote
#Halalan2022 
#Eleksyon2022 
#BBMSARA2022 
#BBMFORPRESIDENT2022 
#SaraDuterte",5/6/2022,@Knightmare415,5,8
"Corrupt - Check
Drug Addict - Check
Tax Evader - Check

Bayan! Pumili ka! 🇵🇭

#Halalan2022 #COMELEC #TheFilipinoVotes",5/6/2022,@ronnzamora,1,0
"we only have few days left until #Halalan2022 ! iboto ang kandidato na may malinaw na plataporma at may napatunayan na 💗🎀 

#Ipana7oNa10ParaSaLahat",5/6/2022,@ashmrsgn,0,5
"‘Bayan, pumili ka!’ John Arcilla gives stirring speech at busy Manila market #Halalan2022 https://news.abs-cbn.com/entertainment/05/06/22/korap-o-tapat-john-arcilla-gives-speech-at-market",5/6/2022,@ABSCBN_Showbiz,2,38
"Vote wisely.
Only few can read between the lines.
God Bless us all
#Halalan2022",5/6/2022,@PorkchopAxie,0,0
"3 araw nalang 🥺 #Halalan2022 🫰🏻#Eleksyon2022 #KulayRosasAngBukas",5/6/2022,@itsmejeremias,0,1
"#IbaNaman #Halalan2022
",5/6/2022,@bry1nt,0,0
"Hindi mo alam na madaming nawalan ng trabaho sa panahon ni Duterte??? Jusko marimar....

Puro palakol ang rating ni Mang Kanor.

#Halalan2022
#PHVote",5/6/2022,@LaLaHerbert,0,0
"SC strikes down poll survey ban (Philippine Daily Inquirer, May 6, 2001) https://news.google.com/newspapers?id=0KU2AAAAIBAJ&sjid=hSUMAAAAIBAJ&pg=1353%2C38477402
 #PHVote #WeDecide #Halalan2022 #Eleksyon2022",5/6/2022,@wanderingleon,0,0
"3 days nalang #Halalan2022",5/6/2022,@itsannejasmin,0,1
"VP Race of 2016: Two visuals showing the regions with the largest votes, and by candidates. The bar chart omitted the votes of the other candidates that are not running now for President.#PHVote2022 #Halalan2022  #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022",5/6/2022,@wilsonchua,3,35
"Kay Leni Tayo, dahil 3 days to go nalang at #Halalan2022 na, iboto natin ang dapat at pinili ng ating Panginoong Hesus para mamuno para sating bayan. #LetLeniLead #LeniLiwanagSaDilim",5/6/2022,@ian_jowell95,0,0
"3 days before Election day! 

Alam mo na ba kung saan ka boboto sa darating na May 9, 2022 National and Local Elections? 

Precinct Finder: https://voterverifier.comelec.gov.ph/voter_precinct


#VoteSAFEPilipinas #Halalan2022 #BumotoKa",5/6/2022,@mcpadaoan,0,3
"Yes, it's very evident that #LeniKiko2022 has a lot of supporters based on socmed and petitions/statements...hopefully, those numbers would reflect on May 9th. Let's all go out and vote. Let's make our votes be counted. The real battle is on May 9 and onwards. #Halalan2022",5/6/2022,@PPopsupporter,2,4
"Three days na lang...
Stress na ba??
#Halalan2022
",5/6/2022,@lanzpaduajr,1,0
"Morning Twitter! Remind ko lang na sana wag na nating sayangin si 
@ChelDiokno
 sa #Halalan2022 ..mwa!!",5/6/2022,@AintAnabel,0,0
"Replying to 
@DickGordonDG
WATCH https://bit.ly/37i5a7a


#TatayoParaSaBAYAN
#Halalan2022",5/6/2022,@DickGordonDG,1,2
"Observation: 
Why conduct a Miting de Avance on areas not friendly to you? Why chose Iloilo and Tagum? Why Paranaque, south of NCR? BBM-Sara is doing something new not in playbook. 
#Halalan2022",5/6/2022,@mark_mywordsPH,0,1
"Catch the Comelec-KBP panel interview with Democratic Party of the Philippines standard bearers Jose Montemayor Jr. and Rizalito David this Friday, May 6, at 10 a.m.

Set reminder: https://youtu.be/SblDe_PNcFg


Visit https://news.abs-cbn.com/list/tag/jose-montemayor
 for reports on their campaign. #Halalan2022",5/6/2022,@ABSCBNNews,4,5
"The former senator said the administrations that followed the Marcos’ regime—which spanned from 1965 to 1986—did not ""pay much attention"" to write the “correct” history. #Halalan2022",5/6/2022,@ABSCBNNews,18,51
"Don't forget to ask for and review your ballot receipts on May 9. Karapatan po natin iyon.
#ProtectYourVote
#Halalan2022 🌸
",5/6/2022,@tattooedtroj,0,0
"I trust 100% 
@lenirobredo
 has the numbers to make her win. Only cheating will make her lose. Strong prediction. #Halalan2022 #LeniForPresident2022 #LeniKikoAllTheWay
",5/6/2022,@CRISis73,0,0
"Sa kabila ng mga aberya sa final testing at sealing ng mga vote counting machines, iginiit ng Comelec na sila'y 'all systems go' na para sa #Halalan2022.",5/6/2022,@DZMMTeleRadyo,1,2
"Dear KAKAMPENKS..ano ba?!!!! #Eleksyon2022 #Halalan2022",5/6/2022,@AminoFat_Mahika,0,0
"Regionwide Final Testing and Sealing today. 

#Halalan2022 #BumotoKa",5/6/2022,@mcpadaoan,1,6
"The Commission on Elections claim it is ""all systems go"" for the May 9, 2022 National and Local Elections. #Halalan2022",5/6/2022,@ABSCBNNews,4,13
"Nadagdagan ang mga opisyal ng CARAGA na sumusuporta sa kandidatura ni Vice President Leni Robredo. #Halalan2022 https://news.abs-cbn.com/news/05/06/22/top-agusan-del-sur-officials-back-robredo-sara",5/6/2022,@DZMMTeleRadyo,8,62
"Five days before #Halalan2022, Vice President Leni Robredo told the audience at her Dipolog City rally on Thursday to vote for candidates with a track record of public service, instead of relying on endorsements by local officials.",5/6/2022,@ABSCBNNews,35,256
"Ang saya ko kagabi when I found out na marami pala ang maka Leni-Kiko sa mga workmates ko. Mga silent supporters  na boboto sa tandem ni VP😍😍😍 
#Ipana10NatinParaSaLahat
#Halalan2022
",5/6/2022,@iamryand1230,0,0
"Utang na labas gising mga APOLOGIST!
#Halalan2022 
#LetLeniKikoLead",5/6/2022,@uniqueadmirer2,0,0
"Happy Friday! Eto, almusal tayo ng katotohanan mula sa mga taong nakakakilala sa kandidatong magna.

#HighNaHighBa
#Halalan2022 
#NeverAgain",5/6/2022,@LaLaHerbert,0,0
"Foreigners remember real history. Don’t say that they have multi-$million contracts so they can’t just pull out of PH. ❌

⚠️ Foreign companies have paid & will pay $millions to get out of business deals that are against their company principles.

#Halalan2022  #VoteForPHfuture",5/6/2022,@AnnaGreenGable,5,12
"Naalala nyo ba yung ABSCBN shutdown nung 2020? Eto mga salarin. Sila ba'y iboboto nyo pa rin? Resarch before you vote. #votebetterph #eleksyon2022 #Halalan2022
",5/6/2022,@kissmarky,1,2
"Good morning mga KAKAMPINKS 💗🌸

#Halalan2022 
#LeniRobredo 
#LeniLiwanagSaDilim 
#LetLeniKikoLead",5/6/2022,@_jowcynth,0,8
"“Sana po ang pag-desisyon natin isip at puso ang gagamitin. Hindi lang dahil sinabi ng ating mga public officials,” ani Robredo. #Halalan2022
",5/6/2022,@DZMMTeleRadyo,3,25
"Good morning beautiful Pipol!!! 
May nag translate na po ba sa Filipino nito?
#Halalan2022 
#KulayRosasAngBukas 
#BicolIsPink 
#GobyernongTapatAngatBuhayLahat",5/6/2022,@jonlori2,2,2
"Marcos Jr., nangampanya sa Davao del Norte: Ang boto sa Uniteam ay boto para sa pagmamahal sa Pilipinas #Halalan2022",5/6/2022,@DZMMTeleRadyo,1,2
"Replying to 
@Richeydarian
Anyone has a right to run for office or not in any particular position. BUT it's always the pople who will choose. Well, I was kind of blaming Mar Roxas for not withdrawing in 2016 in favor of Grace Poe that's why we have Duterte in the first place.

#Halalan2022",5/6/2022,@BradBen2020,0,1
"14.4M on Twitter, 17.9M on Instagram, and 18M on Facebook 👑

The Philippines’ MOST followed on social media posted this 4 days bago ang #Halalan2022  🇵🇭

Napakalaking bagay ng pagtindig mo, 
@annecurtissmith
 🌸💖 
#MgaDyosaForLeni
#LuvAnneLeni",5/6/2022,@annecurtispls,4,22
"Milyon inaasahang dumalo sa mga miting de avance sa Kamaynilaan #Halalan2022
",5/6/2022,@DZMMTeleRadyo,2,8
"The Catholic church should not endorse a candidate as an institution. Unlike INC, its leadership is in Vatican and the Pope is a leader of what is considered a country. Church endorsement is tantamount to foreign intervention. #LetLeniKikoLead #Halalan2022 #BBMSARA2022
",5/6/2022,@Hard2beM,0,0
"Just 3 days away before election vote #Halalan2022",5/6/2022,@acesmendoza1549,0,0
"OMG! Nikki Coseteng chose violence today! 🍵🍵🍵
#Halalan2022 
#Eleksyon2022 
#LetLeniKikoLead 
#AngatBuhayLahat 
#Ipana7oNa10ParaSaLahat",5/6/2022,@dhumzkie8,2,4
"#Halalan2022 #LeniKikoAllTheWay Nangunguna pa rin si Leni Robredo sa pagka-bise presidente! Sama-sama nating salubungin ang tagumpay. #PanaloNaSiLeni #VPLeniPH https://facebook.com/283945495056459/photos/a.288539781263697/950584115059257/?type=3
 #Ipana7oNa10ParaSaLahat #LeniKiko2022 #LetLeniLead",5/6/2022,@DensDCruz,0,2
"Replying to 
@GerryCacanindin
 and 
@malhcan
If BBM wins he will be free to pursue his addiction in the palace... probably under Duterte's kulambo!
#Halalan2022",5/6/2022,@1abuazzam,0,1
"#SaGobyernongTapatAngatBuhayLahat
#Ipanalona10to
#overseasvoting2022
#Halalan2022",5/6/2022,@nursewanderer19,0,0
"My anxiety might be coming from the uncertainty of what COMELEC might do and not do all in favor of babyM-swoh! 
#ProtectOurVotes
#NoToCheatingPHVote
#NoToMarcosDuterte2022 
#Halalan2022 
#LeniKikoAllTheWay2022",5/6/2022,@eragon2024,0,0
"Malapit na #Halalan2022 

Kilos Tindig Dasal Kilos para kay #LeniKiko2022 
#KulayRosasAngBukas #LetLeniLead2022 #LeniKikoAllTheWay #AngatBuhayLahat #pilipinasisPINK",5/6/2022,@BinoARealuyo,8,19
"Replying to 
@rapplerdotcom
 and 
@ramboreports
Natalo si Marcos.  Hindi siya dinaya!  #Halalan2022 #LeniKiko2022 #LetLeniLead #IbaNaman",5/6/2022,@lemmorage25,0,0
"Ano pang hinihintay mo ngayon? Send your VOTE now!!!!!
Gcash 09685906785
~#Halalan2022",5/6/2022,@MILKER_69k,0,0
#Halalan2022: Baybay landslide survivors sa evacuation center boboto,5/6/2022,@DZMMTeleRadyo,1,4
"uhh yeah..

#Halalan2022 
#LeniKiko2022 
#BBMSARA2022",5/6/2022,@glittrzombie,0,0
"Sana naman ma-resolve agad ito… everything should be above board 🤔#Halalan2022 #TheFilipinoVotes
Quote",5/6/2022,@AnggeCruz6,0,0
"How I plan to arrive at my precinct for #Halalan2022 .
#LeniRobredo #LeniKiko2022AllTheWay 
#LeniKiko2022
Sa gobyernong tapat #AngatBuhayLahat 
#KulayRosasAngBukas 💖💗💕",5/6/2022,@sherloque2020,0,0
"Handa na po ang lahat sa Sabado? Chineck ko lang ang venue natin after shift hihi walang katao-tao and few vehicles lang pero pupunuin natin sa Miting de Avance!

#LetLeniKikoLead 
#Ipana7oNa10ParaSaLahat 
#Halalan2022 
#Ipana10NatinParaSaLahat 
#LeniKiko2022 #MitingDeAvance",5/6/2022,@JMBatibot,0,3
Our Filipino Directors call. 🇵🇭 #Halalan2022 #Eleksyon2022 https://twitter.com/etretudtsuo/status/1521859438159704064,5/6/2022,@call_me_mark,1,3
"Nakikiramay sa lahat ng mahilig sa pink na 7 months ng di nakapag pink. Ano na po? #Halalan2022",5/6/2022,@jamaemwah,0,1
"Gosh I’m excited for Monday. May we have peaceful and clean elections. #Halalan2022",5/6/2022,@zrknj,0,3
"Oh eto pa, mas matindi. 
@jabjimenez
 
@COMELEC
 Sana po talaga, hindi pa lubos na bili ng mga Marcoses ang #COMELEC. 🙏🏼 #Halalan2022 #Eleksyon2022",5/6/2022,@call_me_mark,0,1
"@jabjimenez
 
@COMELEC
 Todong-todo naman yata ang pagiging biased. Jusko. #LordBlessOurCountry 🙏🏼 #Halalan2022 #Eleksyon2022 https://twitter.com/GemoraAudie/status/1522184389308092417",5/6/2022,@call_me_mark,0,0
"Isa sa aking mga Senador, Atty. Matula! #Halalan2022 #Eleksyon2022 #Senator #Senador #Ipana7oNa10ParaSaLahat 💖
Quote",5/6/2022,@call_me_mark,0,1
"3 more days before election. Vote WISELY #Halalan2022
",5/6/2022,@astraea_cnl,0,0
